row	round	batch	sent_id	sentence	worker_0	worker_1	worker_2	worker_3	worker_4	worker_5	worker_6	worker_7	disagree	agree	neutral	guid	in_held_out_test	disagreement_score
1094	3	6	t26	State-of-the-art global climate models do not capture this characteristic of hydroclimate variability, suggesting that the models underestimate the risk of future persistent droughts.	agrees	agrees	neutral	disagrees	neutral	disagrees	agrees	agrees	0.0551301433051842	0.8163150709210749	0.1285547857737407	3_6_t26	False	0.22656666858975005
1144	3	7	t30	Had Exxon continued in that role, there might not be such a cacophony of anti-climate arguments that are ongoing now because there would have been somebody at the table who came from the side of fossil fuel use and would have been shown to be a leader in terms of the science.	disagrees	disagrees	neutral	agrees	agrees	neutral	neutral	neutral	0.1603313172360654	0.0961791958994287	0.7434894868645058	3_7_t30	False	0.22656666858975005
745	2	8	t36	They grow better with more carbon dioxide, and you can see the greening of the earth already from the additional carbon dioxide in the atmosphere.	agrees	neutral	neutral	disagrees	disagrees	agrees	disagrees	disagrees	0.4967351260096598	0.2598728138005543	0.243392060189786	2_8_t36	True	0.22656666858975005
345	1	9	t5	On the most important indicator of uncertainty in climate science--the likely range of warming for a given increase in carbon dioxide emissions--progress is actually retrograde.	agrees	disagrees	neutral	disagrees	disagrees	agrees	disagrees	neutral	0.6318147525888106	0.2292718805068889	0.1389133669043004	1_9_t5	False	0.22656666858975005
677	2	7	t15	Moreover, the focus on man-made global warming is detracting attention from real environmental disasters to nature’s detriment.	disagrees	agrees	disagrees	neutral	disagrees	neutral	neutral	disagrees	0.7074813941399094	0.0225302879951519	0.2699883178649386	2_7_t15	False	-0.025062498798072874
1951	5	3	t37	Climate is an extremely complicated science that remains far less than fully understood.	agrees	disagrees	neutral	disagrees	neutral	disagrees	neutral	disagrees	0.6417319643480003	0.0065878182176392	0.3516802174343605	5_3_t37	False	-0.025062498798072874
1953	5	3	t39	There are fewer climate problems elsewhere.	agrees	disagrees	neutral	disagrees	disagrees	neutral	neutral	disagrees	0.7737653801311848	0.0060993654201973	0.2201352544486177	5_3_t39	False	-0.025062498798072874
1449	4	3	t9	Climate-change skeptics earn mainstream adherents last year, as global temperatures hung perilously close to falling beneath even the lowest model projections.	neutral	disagrees	agrees	agrees	agrees	disagrees	disagrees	agrees	0.4505852573263972	0.4607606536046464	0.0886540890689565	4_3_t9	False	-0.025062498798072874
1647	4	7	t7	Eco-towns could provide an inspiring blueprint for low-carbon living.	neutral	neutral	agrees	agrees	agrees	neutral	neutral	disagrees	0.008595610160145	0.213614139019393	0.7777902508204618	4_7_t7	False	-0.025062498798072874
1645	4	7	t5	Recent global warming is likely due to natural causes.	neutral	agrees	agrees	disagrees	neutral	neutral	neutral	agrees	0.0772945198134289	0.04641601460154	0.876289465585031	4_7_t5	False	-0.025062498798072874
1644	4	7	t44	Policies designed to curb global warming would hurt the economy.	neutral	disagrees	neutral	disagrees	disagrees	disagrees	neutral	agrees	0.8469064325711211	0.0026357045254225	0.1504578629034564	4_7_t44	False	-0.025062498798072874
292	1	8	t15	Fossil fuel extraction may be less an economic boon than a massive liability.	agrees	agrees	neutral	neutral	neutral	disagrees	agrees	agrees	0.0113897079426636	0.6510371089284773	0.3375731831288591	1_8_t15	False	-0.025062498798072874
1683	4	8	t34	Saving a tropical forest of, say, a million acres would prevent roughly 367 million tons of carbon dioxide from escaping into the atmosphere, where some of it would remain for thousands of years.	agrees	neutral	agrees	agrees	disagrees	neutral	agrees	neutral	0.0063336337579806	0.8494377810813395	0.1442285851606798	4_8_t34	False	-0.025062498798072874
1687	4	8	t38	The Democrats have won when it comes to emphasizing the importance of fighting global warming.	neutral	agrees	disagrees	agrees	agrees	neutral	neutral	agrees	0.0929208301045603	0.2233086742471292	0.6837704956483106	4_8_t38	False	-0.025062498798072874
854	3	1	t12	The sea ice is building up much slower than normal as winter approaches.	agrees	agrees	neutral	neutral	disagrees	agrees	neutral	neutral	0.0116786839730766	0.2447760230621742	0.7435452929647491	3_1_t12	False	-0.025062498798072874
2159	5	7	t26	Exxon Mobil had engaged in fraud through its statements about how it accounted for the costs of climate change regulation.	agrees	agrees	neutral	agrees	neutral	neutral	neutral	disagrees	0.0181444793138323	0.1155151324914092	0.8663403881947584	5_7_t26	False	-0.025062498798072874
1046	3	5	t23	Australia would have been better off keeping the ill-fated carbon pricing scheme introduced by the Gillard government in 2010.	disagrees	neutral	neutral	agrees	neutral	agrees	neutral	agrees	0.0319639362775175	0.46609172380154	0.5019443399209423	3_5_t23	False	-0.025062498798072874
1146	3	7	t32	Global warming is the tide coming in, and El Niño is the waves.	neutral	disagrees	agrees	agrees	neutral	neutral	agrees	agrees	0.0777950204260208	0.8634705122902993	0.0587344672836799	3_7_t32	False	-0.025062498798072874
1152	3	7	t38	Humanity will not alter its energy course as consequences of burning all fossil fuels become clearer.	disagrees	disagrees	disagrees	neutral	agrees	neutral	neutral	neutral	0.5116887517921245	0.0247095818821048	0.4636016663257708	3_7_t38	False	-0.025062498798072874
2142	5	7	t10	This is one of the key goals of climate alarmist policy.	disagrees	agrees	agrees	disagrees	neutral	disagrees	disagrees	agrees	0.957441570734872	0.0199693299131548	0.0225890993519731	5_7_t10	False	-0.025062498798072874
2144	5	7	t12	Greta Thunberg should study economics.	neutral	agrees	agrees	agrees	neutral	disagrees	neutral	neutral	0.1784372803907553	0.0138164647574433	0.8077462548518014	5_7_t12	False	-0.025062498798072874
2151	5	7	t19	There are many links between climate change and mental health, including the loss of property and the loss of livelihoods but stopped short of quantifying the impact.	agrees	agrees	disagrees	agrees	neutral	agrees	neutral	neutral	0.0158362178756539	0.6170345963428345	0.3671291857815116	5_7_t19	False	-0.025062498798072874
852	3	1	t10	Steadily warming seas pose a similar threat to reefs in other areas.	agrees	agrees	agrees	neutral	agrees	disagrees	neutral	neutral	0.0078624869657143	0.6889362309252234	0.3032012821090623	3_1_t10	False	-0.025062498798072874
825	3	0	t27	The moment we put real limits and real charges on carbon dioxide emissions, we will see a surge of innovation that will discover even better ways for reducing those emissions.	agrees	neutral	neutral	neutral	agrees	neutral	disagrees	agrees	0.0702761101418383	0.5075877340681713	0.4221361557899904	3_0_t27	False	-0.025062498798072874
618	2	5	t8	Warm sea-surface conditions in the tropical North Atlantic are a driving force in the unusually active 2017 Atlantic hurricane season, which included Harvey, Irma, Maria, and three other major hurricanes in the North Atlantic.	agrees	disagrees	agrees	neutral	agrees	neutral	neutral	neutral	0.0139315859438661	0.3796061926759217	0.6064622213802121	2_5_t8	False	-0.025062498798072874
2124	5	6	t44	The Paris climate agreement harms the U.S. economy and would hurt American jobs if left to stand.	disagrees	disagrees	disagrees	neutral	disagrees	agrees	neutral	neutral	0.6203271420004167	0.0227613984183482	0.356911459581235	5_6_t44	False	-0.025062498798072874
2123	5	6	t43	Catastrophic climate change is inevitable.	disagrees	disagrees	agrees	disagrees	neutral	agrees	agrees	agrees	0.1900511263760146	0.7944948167638252	0.0154540568601602	5_6_t43	False	-0.025062498798072874
1044	3	5	t21	A study recently that concludes children are detrimental to the environment because they contribute to global warming.	agrees	neutral	agrees	neutral	neutral	neutral	agrees	disagrees	0.0950793129736336	0.3743831418288045	0.5305375451975617	3_5_t21	False	-0.025062498798072874
2117	5	6	t38	Bold action on protecting the climate could generate over $26 trillion in benefits through 2030.	neutral	neutral	neutral	disagrees	agrees	neutral	agrees	agrees	0.0099862723453733	0.3651517578331411	0.6248619698214856	5_6_t38	False	-0.025062498798072874
605	2	5	t31	The extent of sea ice for September 2013 is far lower than the 1981-2010 average, by two standard deviations.	agrees	agrees	agrees	neutral	disagrees	neutral	neutral	neutral	0.0499706426180638	0.2904876096298234	0.6595417477521127	2_5_t31	False	-0.025062498798072874
643	2	6	t25	The real goal in global warming is to redistribute the world’s wealth.	neutral	disagrees	neutral	neutral	disagrees	neutral	agrees	disagrees	0.5725377828481985	0.0087196652978494	0.4187425518539521	2_6_t25	False	-0.025062498798072874
1297	4	0	t7	Such tweaks will not be nearly enough to curb global warming.	agrees	disagrees	neutral	agrees	neutral	neutral	agrees	agrees	0.0120770658411063	0.5065902957042946	0.4813326384545991	4_0_t7	False	-0.025062498798072874
976	3	3	t6	Arctic sea ice has increased since then.	disagrees	disagrees	neutral	neutral	disagrees	neutral	neutral	agrees	0.2866685677863935	0.0445084520809994	0.6688229801326071	3_3_t6	False	-0.025062498798072874
1950	5	3	t36	Climate denial will persist come hell or high water.	agrees	neutral	neutral	agrees	agrees	disagrees	neutral	neutral	0.0251715415486146	0.2783475329758739	0.6964809254755113	5_3_t36	False	-0.025062498798072874
309	1	8	t4	The evidence is emerging that quite small changes in sea surface temperatures have huge effects on hurricanes and these events.	neutral	neutral	agrees	neutral	neutral	disagrees	agrees	agrees	0.0122377560738687	0.4496108935869641	0.5381513503391673	1_8_t4	False	-0.025062498798072874
1317	4	1	t2	Plants and animals in mountain regions, on the other hand, appear to face a lower risk of being overtaken by global warming, because mountains exhibit large temperature swings with altitude.	disagrees	neutral	disagrees	disagrees	neutral	agrees	neutral	neutral	0.4582771842353219	0.0579267779425635	0.4837960378221146	4_1_t2	False	-0.025062498798072874
1315	4	1	t18	It simply takes longer than a century for large-scale melting to begin.	agrees	neutral	neutral	disagrees	disagrees	disagrees	disagrees	neutral	0.7754923701132928	0.0067442968967636	0.2177633329899435	4_1_t18	False	-0.025062498798072874
971	3	3	t37	An appropriate response to the bleaching would have been to invest heavily and speed up the transition from fossil fuels to renewable energy, and that didn't happen.	neutral	agrees	disagrees	neutral	agrees	agrees	neutral	neutral	0.0345771049682706	0.2583184853720741	0.7071044096596553	3_3_t37	False	-0.025062498798072874
1968	5	3	t8	But if we ground every plane, leveled every building in America, and lived in huts, the United States' amount of carbon emissions only accounts for 15 percent of the entire world.	disagrees	disagrees	neutral	agrees	neutral	disagrees	neutral	neutral	0.2281428975290217	0.0768090031022754	0.6950480993687027	5_3_t8	True	-0.025062498798072874
767	2	9	t15	Global warming over the next several decades will take place irrespective of any action taken today.	neutral	disagrees	agrees	agrees	neutral	neutral	agrees	neutral	0.0257364656590916	0.7110875111185602	0.2631760232223481	2_9_t15	False	-0.025062498798072874
1513	4	5	t16	The findings will infuriate environmental campaigners who argue by 2030 we could be facing increased sea levels and flooding due to glacial melt at the poles.	disagrees	disagrees	disagrees	neutral	disagrees	agrees	neutral	neutral	0.6373946197030057	0.0218683338258774	0.3407370464711169	4_5_t16	False	-0.025062498798072874
1660	4	8	t13	Global warming impacts are far from monolithic.	disagrees	disagrees	agrees	agrees	agrees	disagrees	disagrees	neutral	0.9403487831355593	0.0568980741270177	0.0027531427374232	4_8_t13	False	-0.025062498798072874
1688	4	8	t39	Buildings should âreduce gender-discriminating bias in thermal comfortâ because setting temperatures at slightly warmer levels can help combat global warming.	agrees	agrees	agrees	neutral	neutral	agrees	neutral	disagrees	0.0077263978589267	0.8778828842792502	0.114390717861823	4_8_t39	True	-0.025062498798072874
1679	4	8	t30	The main responsibility to cut emissions lies with developed nations, which had a headstart in sparking global warming.	neutral	neutral	agrees	agrees	disagrees	agrees	agrees	neutral	0.0076881488768007	0.6776540118604778	0.3146578392627214	4_8_t30	True	-0.025062498798072874
1540	4	5	t40	Mr. Obama spends a lot of time thinking about his daughters, and he does not want to be the guy who is in a position of doing something about a major global threat and did not do enough.	disagrees	neutral	agrees	agrees	neutral	neutral	agrees	neutral	0.0180164686048039	0.4245795885670564	0.5574039428281398	4_5_t40	False	-0.025062498798072874
782	2	9	t29	Global warming--like the Ice Age, or overpopulation, or a nuclear winter--is just too specific.	neutral	neutral	disagrees	disagrees	neutral	agrees	neutral	disagrees	0.4888261810385068	0.0092406772676831	0.5019331416938099	2_9_t29	False	-0.025062498798072874
2261	5	9	t19	Some glaciers melt while others grow and it has been this way for all of history.	neutral	agrees	neutral	disagrees	disagrees	neutral	disagrees	neutral	0.3614483186262229	0.0092385603669122	0.6293131210068649	5_9_t19	False	-0.025062498798072874
2203	5	8	t16	Lewis recruited over 200 members of APS to oppose the new APS policy that fully supports the global warming fraud.	disagrees	agrees	neutral	neutral	disagrees	disagrees	disagrees	neutral	0.7734482066603765	0.0057028770875682	0.2208489162520551	5_8_t16	False	-0.025062498798072874
2201	5	8	t14	The climate alarmist message will still resonate through the 2020 Democratic race.	disagrees	agrees	disagrees	neutral	neutral	disagrees	neutral	disagrees	0.5863383771707068	0.0063278669719377	0.4073337558573557	5_8_t14	False	-0.025062498798072874
774	2	9	t21	The presence of additional carbon dioxide has actually led to better plant growth and crop yields throughout much of the world, including in Africa.	disagrees	disagrees	neutral	neutral	disagrees	agrees	disagrees	neutral	0.6706562559455339	0.0085706558204649	0.320773088234001	2_9_t21	False	-0.025062498798072874
772	2	9	t2	There’s no question that humans have altered the background atmosphere on a global scale.	neutral	neutral	neutral	agrees	agrees	disagrees	agrees	agrees	0.0047477114366272	0.8072481427764976	0.1880041457868752	2_9_t2	False	-0.025062498798072874
776	2	9	t23	All extreme weather events are somehow related to “ global warming, ” which has been re-termed “ climate change ” since global temperatures are no longer warming.	neutral	neutral	disagrees	agrees	disagrees	disagrees	disagrees	neutral	0.6575903638795593	0.1445385844626697	0.1978710516577709	2_9_t23	False	-0.025062498798072874
796	2	9	t6	Atmospheric concentrations of carbon dioxide beyond 350 parts-per-million (ppm) could set off compounding feedback loops and so lock us into runaway climate change.	agrees	neutral	neutral	agrees	agrees	disagrees	agrees	neutral	0.0041064731369775	0.8520768813384694	0.1438166455245531	2_9_t6	True	-0.025062498798072874
786	2	9	t32	The Arctic is warming faster than anywhere else on the planet.	agrees	disagrees	neutral	neutral	agrees	agrees	agrees	neutral	0.0283889525351007	0.6058341563390061	0.3657768911258931	2_9_t32	False	-0.025062498798072874
1526	4	5	t28	Dealing with global warming is more akin to buying an insurance policy.	disagrees	neutral	neutral	disagrees	neutral	agrees	neutral	disagrees	0.2697987590597882	0.022011608105848	0.7081896328343639	4_5_t28	False	-0.025062498798072874
209	1	5	t9	We must wean ourselves off fossil fuels.	neutral	neutral	neutral	agrees	neutral	agrees	agrees	disagrees	0.0101519744709783	0.2713157992577396	0.718532226271282	1_5_t9	False	-0.025062498798072874
174	1	4	t9	The rate of Antarctic melt is already six times faster than it is just a few decades ago.	agrees	agrees	neutral	disagrees	agrees	neutral	neutral	agrees	0.0059359359203682	0.4825858082393082	0.5114782558403235	1_4_t9	False	-0.025062498798072874
172	1	4	t7	The carbon regulations are unconstitutional.	disagrees	disagrees	neutral	agrees	disagrees	neutral	disagrees	neutral	0.5670512065660784	0.0057767546553614	0.4271720387785601	1_4_t7	False	-0.025062498798072874
1702	4	9	s2	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	disagrees	neutral	agrees	agrees	neutral	agrees	neutral	neutral				4_9_s2	False	-0.025062498798072874
550	2	4	t22	"The United States would have lost $3 trillion dollars in the deal, even while we experience a ""global greening"" of reforestation."	neutral	neutral	agrees	neutral	disagrees	disagrees	disagrees	neutral	0.3564050710399315	0.0379208245884135	0.6056741043716548	2_4_t22	False	-0.025062498798072874
563	2	4	t34	The sun’s changes will give Earth “ 30 years ” to come up with a solution to global warming.	agrees	neutral	neutral	neutral	agrees	agrees	disagrees	neutral	0.006501216632746	0.4986375428846223	0.4948612404826318	2_4_t34	False	-0.025062498798072874
611	2	5	t37	This will help us begin to more concretely talk about what’s already happening at the state and local level to reduce carbon emissions in the electricity sector.	neutral	disagrees	agrees	agrees	agrees	neutral	neutral	agrees	0.0124490501497078	0.7550166151643299	0.2325343346859622	2_5_t37	False	-0.025062498798072874
1731	4	9	t32	The research is the first to quantify how air pollution in the United States is affected by Chinaâs production of goods for export and by global consumer demand for those goods.	agrees	neutral	agrees	agrees	neutral	disagrees	neutral	neutral	0.0054081394075928	0.0097599227241098	0.9848319378682971	4_9_t32	False	-0.025062498798072874
2110	5	6	t31	Thunberg priority is drawing attention and action to concerns about global warming.	neutral	agrees	neutral	disagrees	neutral	agrees	agrees	neutral	0.006838380937281	0.0902351963204224	0.9029264227422966	5_6_t31	False	-0.025062498798072874
2111	5	6	t32	As climate change continues to affect our economy, it is critical to understand your bank 's adaptation and mitigation strategies.	neutral	agrees	neutral	disagrees	agrees	agrees	neutral	neutral	0.0046677135391027	0.0313781259776368	0.9639541604832604	5_6_t32	False	-0.025062498798072874
1718	4	9	t20	The deaths caused by colonization led to a drop of about 3.5 parts per million of carbon dioxide in the atmosphere.	agrees	neutral	agrees	neutral	neutral	disagrees	agrees	neutral	0.0097749218451057	0.0594083594167914	0.9308167187381028	4_9_t20	False	-0.025062498798072874
574	2	4	t9	The stark truth is that severe weather events alone will not cause global warming to pop to the top of the national agenda.	neutral	agrees	neutral	neutral	neutral	disagrees	disagrees	disagrees	0.3087909549184363	0.10789422165385	0.5833148234277136	2_4_t9	True	-0.025062498798072874
832	3	0	t33	Climate denial conspiracy theories include that the United Nations is trying to impose global government through climate change policy.	neutral	agrees	agrees	neutral	neutral	disagrees	agrees	neutral	0.0412376444024613	0.4446029690769048	0.5141593865206338	3_0_t33	False	-0.025062498798072874
858	3	1	t16	Once warming reaches a certain point, the amount of assistance that we’re getting in terms of carbon storage from the land and oceans tends to go down.	neutral	agrees	neutral	neutral	agrees	disagrees	agrees	agrees	0.008213804987831	0.4745447773178059	0.517241417694363	3_1_t16	False	-0.025062498798072874
1633	4	7	t34	Researchers need to get a better handle on all of the complex factors that drive fire globally because fire has the potential to be a positive feedback.	neutral	agrees	agrees	disagrees	neutral	neutral	neutral	agrees	0.077286810421558	0.0452265453653846	0.8774866442130572	4_7_t34	False	-0.025062498798072874
875	3	1	t31	Cosmic rays and the sun play an integral role in global warming.	neutral	disagrees	neutral	neutral	disagrees	disagrees	agrees	neutral	0.200810267208365	0.0467173025085665	0.7524724302830683	3_1_t31	True	-0.025062498798072874
2183	5	7	t48	USCRN temperature stations show no warming since 2005 when the network went online.	disagrees	agrees	neutral	neutral	disagrees	disagrees	disagrees	neutral	0.9914985795085978	0.0017367886726347	0.0067646318187674	5_7_t48	False	-0.025062498798072874
2168	5	7	t34	Those of us not members of the climate hysteria cult want everyone to feel bad about it.	disagrees	disagrees	neutral	agrees	neutral	disagrees	disagrees	neutral	0.9412058980084922	0.0031972970410807	0.0555968049504269	5_7_t34	False	-0.025062498798072874
2196	5	8	t1	Living like climate change is real and that we can do something about it are signals to others.	neutral	disagrees	agrees	neutral	agrees	agrees	agrees	neutral	0.0057129044280908	0.695518133031218	0.2987689625406912	5_8_t1	False	-0.025062498798072874
1441	4	3	t41	The fossil fuel industryâs tactics come straight out of the tobacco playbook.	neutral	neutral	agrees	disagrees	neutral	agrees	neutral	agrees	0.0064628188764616	0.118385725329099	0.8751514557944392	4_3_t41	False	-0.025062498798072874
2165	5	7	t31	I hadn't really thought about the connections between migration, immigration and climate because the common narratives hadn't made climate appear relevant to black and brown people at all.	disagrees	agrees	disagrees	neutral	neutral	neutral	neutral	disagrees	0.2467474440421181	0.0056953934066705	0.7475571625512114	5_7_t31	True	-0.025062498798072874
1682	4	8	t33	There should be carbon pricing for major emitters.	agrees	neutral	agrees	agrees	neutral	neutral	neutral	disagrees	0.0098633500120665	0.5755270648062026	0.4146095851817309	4_8_t33	False	-0.025062498798072874
1689	4	8	t4	We are seeing a long-term global warming trend.	agrees	neutral	agrees	neutral	neutral	agrees	neutral	disagrees	0.010253852087474	0.6105731678956856	0.3791729800168404	4_8_t4	False	-0.025062498798072874
1669	4	8	t21	The technique would bring down soaring global temperatures, which would help avoid heat-stressing crops.	neutral	neutral	agrees	agrees	disagrees	neutral	neutral	agrees	0.0059507222569931	0.1253098169428198	0.868739460800187	4_8_t21	False	-0.025062498798072874
1728	4	9	t3	As global warming is melting the ice cover and exposing the Arctic to oil exploitation and shipping through sea routes such as the Northwest Passage, the risk of oil spills on gravel beaches in high-latitude regions will be increased.	disagrees	agrees	agrees	neutral	agrees	neutral	agrees	neutral	0.0113026214323988	0.9070073359317572	0.0816900426358439	4_9_t3	False	-0.025062498798072874
1723	4	9	t25	Familiar as scientists are with the physics and chemistry of energy production and consumption, researchers remain astonished by the speed and scale at which we are extracting carbon from the earth in the form of the long-buried, slow-cooked plant and plankton matter.	disagrees	neutral	agrees	neutral	neutral	agrees	agrees	neutral	0.0108776670640955	0.059533413048911	0.9295889198869935	4_9_t25	False	-0.025062498798072874
1720	4	9	t22	The secret of being green is to have zero economic growth: no manufacturing no pesky carbon emissions.	agrees	disagrees	agrees	agrees	agrees	neutral	disagrees	disagrees	0.9618064571063548	0.036150207847873	0.0020433350457721	4_9_t22	False	-0.025062498798072874
538	2	4	t11	It’s a credible scientific case for the man-made global warming scare theory.	agrees	agrees	neutral	neutral	disagrees	agrees	agrees	neutral	0.1096652762146508	0.6018486575926102	0.2884860661927389	2_4_t11	False	-0.025062498798072874
196	1	5	t23	As even the IPCC had to admit, sea level rise between 1920 and 1950 is similar to the recent period.	disagrees	neutral	neutral	neutral	disagrees	neutral	disagrees	agrees	0.4067471841959895	0.0126280402919318	0.5806247755120788	1_5_t23	False	-0.025062498798072874
1265	4	0	t18	For too long, a lot of the climate change and global warming arguments have been looking at melting ice and polar bears and not at the human suffering side of it.	neutral	agrees	disagrees	neutral	agrees	agrees	neutral	neutral	0.1288725728987216	0.267450328828416	0.6036770982728623	4_0_t18	False	-0.025062498798072874
1057	3	5	t33	Then there’s the evidence that higher concentrations of carbon dioxide (which is a plant food after all) are actually greening the planet and helping to lift agricultural yields.	agrees	neutral	neutral	disagrees	disagrees	neutral	disagrees	disagrees	0.8545786798521278	0.0223430639390033	0.1230782562088688	3_5_t33	False	-0.025062498798072874
1416	4	3	t19	The surface temperatures of the Mediterranean Sea cooled rapidly during this time, severely reducing precipitation over the coasts.	neutral	neutral	disagrees	agrees	agrees	agrees	agrees	neutral	0.0101142193339609	0.3724068427856504	0.6174789378803888	4_3_t19	False	-0.025062498798072874
902	3	2	t15	The world is finally on a path toward controlling global warming.	neutral	disagrees	disagrees	disagrees	agrees	neutral	disagrees	neutral	0.6924924178342441	0.0576113951457907	0.2498961870199653	3_2_t15	True	-0.025062498798072874
868	3	1	t25	Climate sensitivity is high enough to demand action, but not so high that it is too late to avoid dangerous global climate change.	neutral	neutral	agrees	agrees	agrees	disagrees	agrees	neutral	0.0082762564553578	0.6165274204024486	0.3751963231421936	3_1_t25	False	-0.025062498798072874
898	3	2	t11	Brown’s carbon-neutral pledge could hurt the state’s economy.	neutral	disagrees	neutral	disagrees	neutral	agrees	disagrees	neutral	0.4645787185606878	0.0269702939291877	0.5084509875101243	3_2_t11	True	-0.025062498798072874
1759	5	0	t12	Sea levels are rising `at a faster rate' than experts had expected, and that is having a greater impact on the lagoon city.	neutral	neutral	neutral	disagrees	agrees	agrees	agrees	neutral	0.0063733471605847	0.2176772400033503	0.7759494128360649	5_0_t12	False	-0.025062498798072874
225	1	6	t18	The climate-mitigation potential of carbon farming has been greatly oversold.	agrees	disagrees	disagrees	disagrees	neutral	neutral	disagrees	neutral	0.6005823559810002	0.0135057167661332	0.3859119272528664	1_6_t18	False	-0.025062498798072874
529	2	3	t9	Earth&apos;s sea level was on a downward trend until the industrial age.	neutral	agrees	disagrees	neutral	neutral	agrees	neutral	agrees	0.0259476859762464	0.4551547998258821	0.5188975141978714	2_3_t9	False	-0.025062498798072874
1226	3	9	t23	The more educated a population is about climate change, the more sceptical it is likely to be about claims that global warming will have catastrophic effects.	neutral	neutral	disagrees	disagrees	disagrees	agrees	neutral	disagrees	0.9472842161710464	0.0129236736888399	0.0397921101401134	3_9_t23	False	-0.025062498798072874
1238	3	9	t34	The study’s conclusion is renewing hope that we may yet be able to avoid global warming exceeding [ 3.6 ° F].	disagrees	agrees	neutral	agrees	agrees	neutral	neutral	neutral	0.0714060478738663	0.3135634215788098	0.6150305305473238	3_9_t34	False	-0.025062498798072874
471	2	2	t32	The beans contains some powerful refutations of a number of other global warming denier talking points, as well as some ingenious sequences that explain the planetary-scale significance of climate change.	neutral	disagrees	agrees	agrees	neutral	agrees	neutral	agrees	0.0493295911265021	0.6477471758486624	0.3029232330248356	2_2_t32	False	-0.025062498798072874
506	2	3	t23	The “ modern maximum ” – a peak in solar activity that lasted much of the last century – corresponds very well with an increase in global temperatures.	neutral	agrees	disagrees	agrees	neutral	neutral	agrees	agrees	0.0227577905493623	0.7453835892487756	0.2318586202018621	2_3_t23	False	-0.025062498798072874
1779	5	0	t30	It's related to rather than `caused by' climate change.	neutral	neutral	disagrees	agrees	disagrees	neutral	disagrees	neutral	0.2781945694114465	0.008631356392319	0.7131740741962344	5_0_t30	False	-0.025062498798072874
1777	5	0	t29	Climate change could actually make frigid waves of Arctic air more common, a result of shrinking sea ice.	neutral	neutral	agrees	disagrees	agrees	agrees	agrees	neutral	0.0075031768579673	0.4662860879595029	0.5262107351825296	5_0_t29	False	-0.025062498798072874
1562	4	6	t15	People are so addicted to their carbon fuelled lifestyles.	agrees	neutral	neutral	disagrees	agrees	neutral	agrees	neutral	0.0063368243032064	0.3870263755443235	0.6066368001524699	4_6_t15	False	-0.025062498798072874
